player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Ricky Watters,SEA,RB,30.0,16,16,0,0,0,0,0,325,1210,3.72,5,62.0,40,387,9.68,2,4,4,7,0.0,0.0,194.0,233.7,243.7,213.7,68.0,9.0,20.0
Peyton Manning,IND,QB,23.0,16,16,331,533,4135,26,15,35,73,2.09,2,0.0,0,0,0.0,0,6,3,2,0.0,1.0,255.0,254.7,275.7,269.7,66.0,4.0,21.0
Duce Staley,PHI,RB,24.0,16,16,0,0,0,0,0,325,1273,3.92,4,66.0,41,294,7.17,2,5,4,6,0.0,0.0,185.0,225.7,235.7,205.2,59.0,10.0,22.0
Patrick Jeffers,CAR,WR,26.0,15,10,0,0,0,0,0,2,16,8.0,0,101.0,63,1082,17.17,12,0,0,12,0.0,0.0,182.0,244.8,247.8,213.3,58.0,7.0,23.0
Germane Crowell,DET,WR,23.0,16,15,0,0,0,0,0,5,38,7.6,0,148.0,81,1338,16.52,7,1,1,7,1.0,0.0,180.0,260.6,264.6,220.1,56.0,8.0,24.0
Corey Dillon,CIN,RB,25.0,15,15,0,0,0,0,0,263,1200,4.56,5,49.0,31,290,9.35,1,3,2,6,0.0,0.0,181.0,212.0,220.0,196.5,55.0,11.0,25.0
Michael Westbrook,WAS,WR,27.0,16,16,0,0,0,0,0,7,35,5.0,0,114.0,65,1191,18.32,9,3,1,9,1.0,0.0,177.0,241.6,245.6,209.1,53.0,9.0,26.0
Rickey Dudley,OAK,TE,27.0,16,16,0,0,0,0,0,0,0,0.0,0,59.0,39,555,14.23,9,0,0,9,0.0,0.0,110.0,148.5,151.5,129.0,51.0,3.0,27.0
James Stewart,JAX,RB,28.0,14,7,0,0,0,0,0,249,931,3.74,13,24.0,21,108,5.14,0,4,3,13,0.0,0.0,176.0,196.9,205.9,186.4,50.0,12.0,28.0
Muhsin Muhammad,CAR,WR,26.0,15,15,0,0,0,0,0,0,0,0.0,0,157.0,96,1253,13.05,8,1,1,8,0.0,0.0,171.0,267.3,271.3,219.3,48.0,10.0,29.0
Brad Johnson,WAS,QB,31.0,16,16,316,519,4005,24,13,26,31,1.19,2,0.0,0,0,0.0,0,12,6,2,0.0,1.0,235.0,235.3,257.3,248.3,47.0,5.0,30.0
Tyrone Wheatley,OAK,RB,27.0,16,9,0,0,0,0,0,242,936,3.87,8,38.0,21,196,9.33,3,3,3,11,0.0,0.0,173.0,194.2,203.2,183.7,47.0,13.0,31.0
Tim Brown,OAK,WR,33.0,16,16,0,0,0,0,0,1,4,4.0,0,145.0,90,1344,14.93,6,0,0,6,0.0,0.0,171.0,260.8,263.8,215.8,47.0,11.0,32.0
Olandis Gary,DEN,RB,24.0,12,12,0,0,0,0,0,276,1159,4.2,7,29.0,21,159,7.57,0,2,2,7,1.0,0.0,172.0,192.8,200.8,182.3,46.0,14.0,33.0
Keyshawn Johnson,NYJ,WR,27.0,16,16,0,1,0,0,0,5,6,1.2,0,124.0,89,1170,13.15,8,0,0,8,0.0,0.0,166.0,254.6,257.6,210.1,42.0,12.0,34.0
Jerome Bettis,PIT,RB,27.0,16,16,1,1,21,1,0,299,1091,3.65,7,28.0,21,110,5.24,0,2,1,7,0.0,0.0,165.0,185.9,192.9,175.4,39.0,15.0,35.0
Rocket Ismail,DAL,WR,30.0,16,14,0,0,0,0,0,13,110,8.46,1,125.0,80,1097,13.71,6,1,1,7,0.0,0.0,161.0,240.7,247.7,200.7,37.0,13.0,36.0
Mike Alstott,TAM,FB,26.0,16,16,0,0,0,0,0,242,949,3.92,7,33.0,27,239,8.85,2,6,6,9,0.0,0.0,161.0,187.8,199.8,174.3,35.0,16.0,37.0
Amani Toomer,NYG,WR,25.0,16,16,0,0,0,0,0,1,4,4.0,0,137.0,79,1183,14.97,6,0,0,6,0.0,0.0,155.0,233.7,236.7,194.2,31.0,14.0,38.0
Albert Connell,WAS,WR,25.0,15,14,0,0,0,0,0,1,8,8.0,0,121.0,62,1132,18.26,7,1,1,7,0.0,0.0,154.0,216.0,220.0,185.0,30.0,15.0,39.0
Doug Flutie,BUF,QB,37.0,15,15,264,478,3171,19,16,88,476,5.41,1,0.0,0,0,0.0,0,6,4,1,0.0,0.0,216.0,216.4,242.4,232.4,28.0,6.0,40.0
Brett Favre,GNB,QB,30.0,16,16,341,595,4091,22,23,28,142,5.07,0,0.0,0,0,0.0,0,9,4,0,0.0,1.0,214.0,213.8,246.8,236.8,25.0,7.0,41.0
David Sloan,DET,TE,27.0,16,15,0,0,0,0,0,0,0,0.0,0,76.0,47,591,12.57,4,0,0,4,0.0,0.0,83.0,130.1,133.1,106.6,25.0,4.0,42.0
Terry Kirby,CLE,RB,29.0,16,10,1,1,2,0,0,130,452,3.48,6,77.0,58,528,9.1,3,4,1,9,0.0,0.0,150.0,208.1,215.1,179.1,24.0,17.0,43.0
Frank Wycheck,TEN,TE,28.0,16,16,1,1,61,1,0,0,0,0.0,0,108.0,69,641,9.29,2,0,0,2,0.0,0.0,83.0,151.5,154.5,117.0,24.0,5.0,44.0
Qadry Ismail,BAL,WR,29.0,16,16,0,0,0,0,0,1,4,4.0,0,140.0,68,1105,16.25,6,2,0,6,0.0,0.0,147.0,214.9,217.9,180.9,23.0,16.0,45.0
Terry Allen,NWE,RB,31.0,16,13,0,0,0,0,0,254,896,3.53,8,19.0,14,125,8.93,1,8,4,9,0.0,0.0,148.0,162.1,172.1,155.1,22.0,18.0,46.0
Curtis Enis,CHI,RB,23.0,15,12,0,0,0,0,0,287,916,3.19,3,68.0,45,340,7.56,2,4,4,5,0.0,0.0,148.0,192.6,202.6,170.1,22.0,19.0,47.0
Kevin Johnson,CLE,WR,23.0,16,16,0,1,0,0,0,1,-6,-6.0,0,137.0,66,986,14.94,8,1,0,8,0.0,0.0,146.0,212.0,215.0,179.0,22.0,17.0,48.0
Darnay Scott,CIN,WR,27.0,16,16,0,0,0,0,0,0,0,0.0,0,123.0,68,1022,15.03,7,0,0,7,0.0,0.0,144.0,212.2,215.2,178.2,21.0,18.0,49.0
Ed McCaffrey,DEN,WR,31.0,15,15,0,0,0,0,0,0,0,0.0,0,124.0,71,1018,14.34,7,0,0,7,0.0,0.0,144.0,214.8,217.8,179.3,20.0,19.0,50.0
Antonio Freeman,GNB,WR,27.0,16,16,0,0,0,0,0,1,-2,-2.0,0,124.0,74,1074,14.51,6,1,0,6,0.0,0.0,143.0,217.2,220.2,180.2,20.0,20.0,51.0
Freddie Jones,SDG,TE,25.0,16,16,0,0,0,0,0,0,0,0.0,0,91.0,56,670,11.96,2,0,0,2,0.0,0.0,79.0,135.0,138.0,107.0,20.0,6.0,52.0
Johnnie Morton,DET,WR,28.0,16,12,0,0,0,0,0,0,0,0.0,0,133.0,80,1129,14.11,5,0,0,5,0.0,0.0,143.0,222.9,225.9,182.9,19.0,22.0,53.0
Derrick Mayes,SEA,WR,25.0,16,15,0,0,0,0,0,0,0,0.0,0,103.0,62,829,13.37,10,1,0,10,0.0,0.0,143.0,204.9,207.9,173.9,19.0,21.0,54.0
Errict Rhett,BAL,RB,29.0,16,10,0,0,0,0,0,236,852,3.61,5,32.0,24,169,7.04,2,0,0,7,0.0,0.0,144.0,168.1,174.1,156.1,18.0,20.0,55.0
Eric Moulds,BUF,WR,26.0,14,14,0,0,0,0,0,1,1,1.0,0,101.0,65,994,15.29,7,1,1,7,0.0,0.0,140.0,204.5,208.5,172.0,16.0,23.0,56.0
Sean Dawkins,SEA,WR,28.0,16,13,0,0,0,0,0,0,0,0.0,0,114.0,58,992,17.1,7,1,1,7,0.0,0.0,139.0,197.2,201.2,168.2,16.0,24.0,57.0
David LaFleur,DAL,TE,25.0,16,16,0,0,0,0,0,0,0,0.0,0,51.0,35,322,9.2,7,0,0,7,0.0,0.0,74.0,109.2,112.2,91.7,16.0,7.0,58.0
Jay Riemersma,BUF,TE,26.0,14,11,0,0,0,0,0,0,0,0.0,0,61.0,37,496,13.41,4,0,0,4,0.0,0.0,74.0,110.6,113.6,92.1,15.0,8.0,59.0
Terance Mathis,ATL,WR,32.0,16,16,0,0,0,0,0,1,0,0.0,0,154.0,81,1016,12.54,6,0,0,6,0.0,0.0,138.0,218.6,221.6,178.1,14.0,25.0,60.0
Drew Bledsoe,NWE,QB,27.0,16,16,305,539,3985,19,21,42,101,2.4,0,0.0,0,0,0.0,0,8,2,0,0.0,0.0,200.0,199.5,228.5,220.5,11.0,8.0,61.0
Terry Glenn,NWE,WR,25.0,14,13,0,0,0,0,0,0,0,0.0,0,115.0,69,1147,16.62,4,2,2,4,0.0,0.0,135.0,203.7,208.7,169.2,11.0,26.0,62.0
Steve McNair,TEN,QB,26.0,11,11,187,331,2179,12,8,72,337,4.68,8,0.0,0,0,0.0,0,3,1,8,0.0,0.0,199.0,198.9,213.9,206.9,10.0,9.0,63.0
Tony Martin,MIA,WR,34.0,16,13,0,0,0,0,0,1,-6,-6.0,0,117.0,67,1037,15.48,5,0,0,5,0.0,0.0,133.0,200.1,203.1,166.6,9.0,27.0,64.0
Bill Schroeder,GNB,WR,28.0,16,16,0,0,0,0,0,0,0,0.0,0,117.0,74,1051,14.2,5,3,1,5,0.0,0.0,133.0,207.1,211.1,170.1,9.0,28.0,65.0
Pete Mitchell,NYG,TE,28.0,15,6,0,0,0,0,0,0,0,0.0,0,91.0,58,520,8.97,3,1,1,3,0.0,0.0,68.0,126.0,130.0,97.0,9.0,9.0,66.0
Mark Brunell,JAX,QB,29.0,15,15,259,441,3060,14,9,47,208,4.43,1,0.0,0,0,0.0,0,6,1,1,1.0,2.0,191.0,191.2,207.2,200.2,3.0,10.0,67.0
Warrick Dunn,TAM,RB,24.0,15,15,0,0,0,0,0,195,616,3.16,0,82.0,64,589,9.2,2,3,2,2,0.0,0.0,129.0,192.5,200.5,160.5,3.0,21.0,68.0
Robert Smith,MIN,RB,27.0,13,12,0,0,0,0,0,221,1015,4.59,2,30.0,24,166,6.92,0,1,1,2,0.0,0.0,128.0,152.1,159.1,140.1,2.0,22.0,69.0
Byron Chamberlain,DEN,TE,28.0,16,0,0,0,0,0,0,0,0,0.0,0,57.0,32,488,15.25,2,0,0,2,0.0,0.0,61.0,92.8,95.8,76.8,2.0,10.0,70.0
Jon Kitna,SEA,QB,27.0,15,15,270,495,3346,23,16,35,56,1.6,0,0.0,0,0,0.0,0,14,5,0,0.0,0.0,189.0,189.4,213.4,205.4,1.0,11.0,71.0
Ken Dilger,IND,TE,28.0,15,15,0,0,0,0,0,0,0,0.0,0,47.0,40,479,11.98,2,1,0,2,0.0,0.0,60.0,99.9,102.9,79.9,1.0,11.0,72.0
Elvis Grbac,KAN,QB,29.0,16,16,294,499,3389,22,15,19,10,0.53,0,0.0,0,0,0.0,0,7,3,0,0.0,0.0,189.0,188.6,209.6,203.6,0.0,12.0,73.0
Jeff Blake,CIN,QB,29.0,14,12,215,389,2670,16,12,63,332,5.27,2,0.0,0,0,0.0,0,12,5,2,0.0,2.0,186.0,186.0,209.0,198.0,0.0,13.0,74.0
Jeff George,MIN,QB,32.0,12,10,191,329,2816,23,12,16,41,2.56,0,0.0,0,0,0.0,0,8,5,0,0.0,0.0,175.0,174.7,194.7,186.7,0.0,14.0,75.0
Troy Aikman,DAL,QB,33.0,14,14,263,442,2964,17,12,21,10,0.48,1,0.0,0,0,0.0,0,8,0,1,0.0,0.0,170.0,169.6,184.6,181.6,0.0,15.0,76.0
Brian Griese,DEN,QB,24.0,14,13,261,452,3032,14,14,46,138,3.0,2,0.0,0,0,0.0,0,16,5,2,0.0,0.0,165.0,165.1,190.1,179.1,0.0,16.0,77.0
Jeff Garcia,SFO,QB,29.0,13,10,225,375,2544,11,11,45,231,5.13,2,0.0,0,0,0.0,0,5,2,2,0.0,1.0,157.0,156.9,175.9,167.9,0.0,17.0,78.0
Tim Couch,CLE,QB,22.0,15,14,223,399,2447,15,13,40,267,6.68,1,0.0,0,0,0.0,0,14,6,1,1.0,0.0,155.0,154.6,179.6,167.6,0.0,18.0,0.0
Chris Chandler,ATL,QB,34.0,12,12,174,307,2339,16,11,16,57,3.56,1,0.0,0,0,0.0,0,7,2,1,0.0,0.0,143.0,143.3,159.3,154.3,0.0,19.0,0.0
Charlie Batch,DET,QB,25.0,11,10,151,270,1957,13,7,28,87,3.11,2,0.0,0,0,0.0,0,4,1,2,0.0,1.0,137.0,137.0,148.0,144.0,0.0,20.0,0.0
Tony Banks,BAL,QB,26.0,12,10,169,320,2136,17,8,24,93,3.88,0,0.0,0,0,0.0,0,11,6,0,0.0,0.0,135.0,134.7,151.7,142.7,0.0,21.0,0.0
Jim Harbaugh,SDG,QB,36.0,14,12,249,434,2761,10,14,34,126,3.71,0,0.0,0,0,0.0,0,12,3,0,0.0,1.0,131.0,131.0,154.0,145.0,0.0,22.0,0.0
Ray Lucas,NYJ,QB,27.0,9,9,161,272,1678,14,6,41,144,3.51,1,0.0,0,0,0.0,0,8,2,1,0.0,0.0,128.0,127.5,141.5,133.5,0.0,23.0,0.0
Leroy Hoard,MIN,RB,31.0,15,3,0,0,0,0,0,138,555,4.02,10,20.0,17,166,9.76,0,4,3,10,0.0,0.0,126.0,143.1,152.1,134.6,0.0,23.0,0.0
Richard Huntley,PIT,RB,27.0,16,2,0,0,0,0,0,93,567,6.1,5,39.0,27,253,9.37,3,3,2,8,0.0,0.0,126.0,153.0,161.0,139.5,0.0,24.0,0.0
Tim Biakabutuka,CAR,RB,25.0,11,11,0,0,0,0,0,138,718,5.2,6,29.0,23,189,8.22,0,3,1,6,0.0,0.0,125.0,147.7,154.7,136.2,0.0,25.0,0.0
Tim Dwight,ATL,WR,24.0,12,8,0,0,0,0,0,5,28,5.6,1,50.0,32,669,20.91,7,2,0,9,0.0,0.0,124.0,155.7,158.7,139.7,0.0,30.0,0.0
Jonathan Linton,BUF,RB,25.0,16,2,0,0,0,0,0,205,695,3.39,5,37.0,29,228,7.86,1,4,3,6,1.0,0.0,124.0,153.3,162.3,138.8,0.0,26.0,0.0
Rod Smith,DEN,WR,29.0,15,15,0,1,0,0,0,0,0,0.0,0,139.0,79,1020,12.91,4,1,1,4,0.0,0.0,124.0,203.0,207.0,163.5,0.0,29.0,0.0
AzZahir Hakim,STL,WR,22.0,15,0,0,0,0,0,0,4,44,11.0,0,56.0,36,677,18.81,8,6,2,9,0.0,0.0,122.0,158.1,163.1,140.1,0.0,31.0,0.0
Keenan McCardell,JAX,WR,29.0,16,15,0,0,0,0,0,0,0,0.0,0,139.0,78,891,11.42,5,1,0,5,1.0,0.0,121.0,199.1,202.1,160.1,0.0,32.0,0.0
Bobby Engram,CHI,WR,26.0,16,14,0,0,0,0,0,2,11,5.5,0,148.0,88,947,10.76,4,2,0,4,0.0,0.0,120.0,207.8,210.8,163.8,0.0,33.0,0.0
Ike Hilliard,NYG,WR,23.0,16,16,0,0,0,0,0,3,16,5.33,0,121.0,72,996,13.83,3,0,0,3,0.0,0.0,119.0,191.2,194.2,155.2,0.0,34.0,0.0
Fred Taylor,JAX,RB,23.0,10,9,0,0,0,0,0,159,732,4.6,6,15.0,10,83,8.3,0,0,0,6,0.0,0.0,118.0,127.5,130.5,122.5,0.0,27.0,0.0
Keith Poole,NOR,WR,25.0,15,15,0,0,0,0,0,1,14,14.0,0,86.0,42,796,18.95,6,0,0,6,0.0,0.0,117.0,159.0,162.0,138.0,0.0,35.0,0.0
Oronde Gadsden,MIA,WR,28.0,16,7,0,0,0,0,0,0,0,0.0,0,89.0,48,803,16.73,6,0,0,6,0.0,0.0,116.0,164.3,167.3,140.3,0.0,36.0,0.0
Kordell Stewart,PIT,QB,27.0,16,12,160,275,1464,6,10,56,258,4.61,2,16.0,9,113,12.56,1,4,1,3,0.0,0.0,116.0,124.7,144.7,130.2,0.0,24.0,0.0
Jerry Rice,SFO,WR,37.0,16,16,0,1,0,0,0,2,13,6.5,0,124.0,67,830,12.39,5,0,0,5,0.0,0.0,114.0,181.3,184.3,147.8,0.0,37.0,0.0
Donnell Bennett,KAN,RB,27.0,15,1,0,0,0,0,0,161,627,3.89,8,12.0,10,41,4.1,0,1,1,8,0.0,0.0,113.0,122.8,126.8,117.8,0.0,28.0,0.0
Torry Holt,STL,WR,23.0,16,15,0,0,0,0,0,3,25,8.33,0,97.0,52,788,15.15,6,4,2,6,0.0,0.0,113.0,165.3,170.3,139.3,0.0,38.0,0.0
Gus Frerotte,DET,QB,28.0,9,6,175,288,2117,9,7,15,33,2.2,0,0.0,0,0,0.0,0,3,0,0,0.0,1.0,112.0,112.0,122.0,119.0,0.0,25.0,0.0
Ricky Williams,NOR,RB,22.0,12,12,0,1,0,0,0,253,884,3.49,2,40.0,28,172,6.14,0,6,3,2,0.0,0.0,112.0,139.6,148.6,125.6,0.0,29.0,0.0
Eddie Kennison,NOR,WR,26.0,16,16,0,0,0,0,0,3,20,6.67,0,128.0,61,835,13.69,4,6,1,4,1.0,0.0,110.0,170.5,174.5,140.0,0.0,39.0,0.0
Derrick Alexander,KAN,WR,28.0,16,15,0,0,0,0,0,2,82,41.0,1,103.0,54,832,15.41,2,0,0,3,0.0,0.0,109.0,163.4,166.4,136.4,0.0,40.0,0.0
Jeff Graham,SDG,WR,30.0,16,11,0,0,0,0,0,0,0,0.0,0,114.0,57,968,16.98,2,0,0,2,0.0,0.0,109.0,165.8,168.8,137.3,0.0,41.0,0.0
Kerry Collins,NYG,QB,27.0,10,7,190,331,2318,8,11,19,36,1.89,2,0.0,0,0,0.0,0,11,6,2,1.0,0.0,108.0,108.3,128.3,119.3,0.0,26.0,0.0
Carl Pickens,CIN,WR,29.0,16,14,1,1,6,0,0,0,0,0.0,0,107.0,57,737,12.93,6,1,1,6,0.0,0.0,108.0,164.9,168.9,136.4,0.0,42.0,0.0
Hines Ward,PIT,WR,23.0,16,14,0,0,0,0,0,2,-2,-1.0,0,101.0,61,638,10.46,7,1,0,7,1.0,0.0,108.0,168.6,171.6,138.1,0.0,43.0,0.0
Billy Joe Tolliver,NOR,QB,33.0,10,7,139,268,1916,7,16,26,142,5.46,3,0.0,0,0,0.0,0,4,2,3,0.0,3.0,107.0,106.8,130.8,122.8,0.0,27.0,0.0
Shawn Jefferson,NWE,WR,30.0,16,16,0,0,0,0,0,0,0,0.0,0,77.0,40,698,17.45,6,0,0,6,0.0,0.0,106.0,145.8,148.8,125.8,0.0,44.0,0.0
Napoleon Kaufman,OAK,RB,26.0,16,5,0,0,0,0,0,138,714,5.17,2,25.0,18,181,10.06,1,3,1,3,0.0,0.0,106.0,123.5,130.5,114.5,0.0,30.0,0.0
Tiki Barber,NYG,RB,24.0,16,1,0,0,0,0,0,62,258,4.16,0,91.0,66,609,9.23,2,5,0,3,0.0,0.0,105.0,170.7,176.7,137.7,0.0,31.0,0.0
Kent Graham,NYG,QB,31.0,9,9,160,271,1697,9,9,35,132,3.77,1,1.0,1,-1,-1.0,0,4,0,1,0.0,0.0,105.0,106.0,121.0,114.5,0.0,29.0,0.0
Dan Marino,MIA,QB,38.0,11,11,204,369,2448,12,17,6,-6,-1.0,0,0.0,0,0,0.0,0,5,3,0,0.0,0.0,105.0,105.3,128.3,122.3,0.0,28.0,0.0
Troy Edwards,PIT,WR,22.0,16,6,0,0,0,0,0,0,0,0.0,0,118.0,61,714,11.7,5,4,1,5,0.0,0.0,99.0,160.4,164.4,129.9,0.0,45.0,0.0
Terrell Owens,SFO,WR,26.0,14,14,0,0,0,0,0,0,0,0.0,0,98.0,60,754,12.57,4,1,1,4,0.0,0.0,97.0,157.4,161.4,127.4,0.0,46.0,0.0
Frank Sanders,ARI,WR,26.0,16,16,0,1,0,0,0,0,0,0.0,0,153.0,79,954,12.08,1,2,2,1,0.0,0.0,97.0,176.4,181.4,136.9,0.0,47.0,0.0
Antowain Smith,BUF,RB,27.0,14,11,0,0,0,0,0,165,614,3.72,6,2.0,2,32,16.0,0,4,2,6,0.0,0.0,97.0,98.6,103.6,97.6,0.0,32.0,0.0
Mike Tomczak,PIT,QB,37.0,16,5,139,258,1625,12,8,16,19,1.19,0,0.0,0,0,0.0,0,3,2,0,0.0,1.0,97.0,96.9,109.9,104.9,0.0,30.0,0.0
Terrence Wilkins,IND,WR,24.0,16,11,0,0,0,0,0,1,2,2.0,0,67.0,42,565,13.45,4,3,1,7,0.0,0.0,97.0,138.7,142.7,117.7,0.0,48.0,0.0
Corey Bradford,GNB,WR,24.0,16,2,0,0,0,0,0,0,0,0.0,0,82.0,37,637,17.22,5,1,0,5,1.0,0.0,96.0,132.7,135.7,114.2,0.0,51.0,0.0
Jacquez Green,TAM,WR,23.0,16,10,0,0,0,0,0,3,8,2.67,0,93.0,56,791,14.13,3,1,1,3,0.0,0.0,96.0,151.9,155.9,123.9,0.0,50.0,0.0
Joe Horn,KAN,WR,27.0,16,1,0,0,0,0,0,2,15,7.5,0,56.0,35,586,16.74,6,0,0,6,0.0,0.0,96.0,131.1,134.1,113.6,0.0,49.0,0.0
Jake Plummer,ARI,QB,25.0,12,11,201,381,2111,9,24,39,121,3.1,2,0.0,0,0,0.0,0,7,1,2,0.0,0.0,95.0,94.5,125.5,118.5,0.0,31.0,0.0
Bob Christian,ATL,FB,31.0,16,14,0,0,0,0,0,38,174,4.58,5,62.0,40,354,8.85,2,1,1,7,0.0,0.0,93.0,132.8,139.8,112.8,0.0,33.0,0.0
Rob Moore,ARI,WR,31.0,14,10,0,0,0,0,0,0,0,0.0,0,96.0,37,621,16.78,5,0,0,5,0.0,0.0,92.0,129.1,132.1,110.6,0.0,52.0,0.0
Trent Dilfer,TAM,QB,27.0,10,10,146,244,1619,11,11,35,144,4.11,0,0.0,0,0,0.0,0,6,5,0,0.0,0.0,91.0,91.2,113.2,102.2,0.0,32.0,0.0
Shane Matthews,CHI,QB,29.0,8,7,167,275,1645,10,6,14,31,2.21,0,0.0,0,0,0.0,0,7,3,0,0.0,0.0,91.0,90.9,102.9,96.9,0.0,33.0,0.0
Kevin Dyson,TEN,WR,24.0,16,16,0,0,0,0,0,1,3,3.0,0,103.0,54,658,12.19,4,0,0,4,0.0,0.0,90.0,144.1,147.1,117.1,0.0,53.0,0.0
Torrance Small,PHI,WR,29.0,15,15,0,2,0,0,0,0,0,0.0,0,99.0,49,655,13.37,4,0,0,4,0.0,0.0,90.0,138.5,141.5,114.0,0.0,54.0,0.0
JJ Johnson,MIA,RB,25.0,13,4,0,0,0,0,0,164,558,3.4,4,23.0,15,100,6.67,0,2,1,4,0.0,0.0,88.0,102.8,109.8,95.3,0.0,34.0,0.0
Yancey Thigpen,TEN,WR,30.0,10,10,0,0,0,0,0,0,0,0.0,0,68.0,38,648,17.05,4,1,1,4,0.0,0.0,87.0,124.8,128.8,105.8,0.0,55.0,0.0
Cade McNown,CHI,QB,22.0,15,6,127,235,1465,8,10,32,160,5.0,0,0.0,0,0,0.0,0,6,2,0,1.0,0.0,85.0,84.6,102.6,94.6,0.0,34.0,0.0
Adrian Murrell,ARI,RB,29.0,16,12,0,0,0,0,0,193,553,2.87,0,71.0,49,335,6.84,0,4,2,0,0.0,0.0,85.0,133.8,141.8,109.3,0.0,35.0,0.0
Damon Huard,MIA,QB,26.0,16,5,125,216,1288,8,4,28,124,4.43,0,1.0,1,0,0.0,0,3,2,0,0.0,0.0,84.0,84.9,96.9,88.4,0.0,35.0,0.0
